created_at,user_id,status_id,text,reply_to_status_id,reply_to_user_id,country,country_code,location,lang,retweet_count,is_retweet,retweet_location,retweet_status_id,reply_count,favorite_count,retweet_favorite_count,inter_rater
2019-07-07 08:24:40,1049887772,1147783475547844608,@rosscolquhoun @NicolaSturgeon You might want to revise the figure on your front page #LiarsForIndy https://t.co/Z1pHRHdn8q,1147605136560283650,15971748,NA,NA,"Scotland, United Kingdom",en,1,0,NA,NA,NA,2,NA,TRUE
2019-07-04 17:02:14,2594808331,1146826562043633665,"@NicolaSturgeon Of course trans identified males can be victims of violence by other men - but by what magic do they automatically become exempt from the statistical possibility, as males, of committing VAW and sexual violence themselves? Men are responsible for the actions of men",1146759202645454855,160952087,NA,NA,,en,0,0,NA,NA,NA,3,NA,TRUE
2019-07-04 23:36:25,2229295622,1146925765235290112,"@Sadiq_Filastin @NicolaSturgeon No, you specifically brought up trans women ""often"" perpetrating violence against women, shifting the focus from trans women (and this person in particular) as victims to instead portray them as offenders, minimizing this event and perpetuating harmful views against them.",1146923574776737792,245526228,NA,NA,,en,0,0,NA,NA,NA,2,NA,TRUE
2019-07-03 12:44:30,3236570703,1146399316531171328,@badcoverversion @JessicaValenti It just made me think about Korey Wise. Same age when he was accused. No effort made to protect his name/image. No consideration given to his family/future. Pushed a conviction through the courts with me real evidence. That has to be the difference.,1146395240120668160,15960386,NA,NA,New York City  | Belize City,en,0,0,NA,NA,NA,1,NA,TRUE
2019-07-06 15:31:14,1354417220,1147528438217150464,@erika_rushton @Alison_McGovern @WirralCouncil @ThisGirlCanUK @EverydaySexism Yep agreed!!!! This isn’t on..Thanks for this Ali... We need to get this taken down ASAP and sort this #sexist advertising out pronto!! #womensport,1147526018837749760,3408866171,NA,NA,,en,1,0,NA,NA,NA,9,NA,TRUE
2019-06-27 22:06:13,921747584,1144366349529034753,"@JennyGilruth @tavishscott @kezdugdale Looking remarkably alert, all things considered! Congrats, both.",1144364140473004033,3225441058,United Kingdom,GB,Glasgow,en,0,0,NA,NA,NA,0,NA,TRUE
2019-07-04 14:40:55,15588419,1146791001664688129,@NicolaSturgeon Why are you spreading this very suggestive post and  retweeting Mermaids? It is becoming increasingly clear that this organisation should not be involved in advising the young. https://t.co/v7JgZYtvtp,1146759202645454855,160952087,NA,NA,"Amsterdam, The Netherlands",en,0,0,NA,NA,NA,1,NA,TRUE
2019-07-01 12:08:00,3392133075,1145665352241750016,@ssjus2 @CeramicToast @TackJelnax @Play4Blood @ryanjj245 @UnburntWitch Weird that the only evidence of chemical burns I've seen are people posting images from Google searches.,1145664715227451392,1083633402329219072,NA,NA,Somewhere in upstate New York,en,1,0,NA,NA,NA,2,NA,TRUE
2019-07-06 15:00:03,60286033,1147520591752302593,"@Janela_X @TheEuroGirl @theSNP @NicolaSturgeon @AngusRobertson They won't. They support it from the top down!

Nasty nationalists",1147414045085093888,766629423399469056,NA,NA,🇬🇧 / 🏴󠁧󠁢󠁳󠁣󠁴󠁿 or 🇮🇹,en,3,0,NA,NA,NA,6,NA,TRUE
2019-07-03 16:53:49,358699167,1146462056704557057,“Pregnant Women Who Are Assaulted Are Being Treated Like Criminals — Not Victims” — @JessicaValenti https://t.co/nvivFqI07G,NA,NA,NA,NA,,en,0,0,NA,NA,NA,0,NA,TRUE
2019-07-03 11:06:04,828070591987118080,1146374541884776449,@jangoodell @JessicaValenti All victims end up serving the harsh life sentence in cases such as this. Criminal justice system sees to it. (I am deeply sorry for your family’s tragedy &amp; loss of your niece ♥️),1146250829063569409,27988842,NA,NA,,en,0,0,NA,NA,NA,0,NA,TRUE
2019-07-06 19:31:37,1142933459515502592,1147588935075237888,"@IlhanMN @AOC In Canada, with legalization, the price doubled. Wonder why a socialist is pushing drugs?",1147224056237895680,783792992,NA,NA,Canada,en,0,0,NA,NA,NA,0,NA,TRUE
2019-07-03 03:28:01,32009387,1146259272864600064,"@MatthewGellert @JessicaValenti @meganamram He doesn't think rape is a big deal. 
He doesn't think women are worth much.
He doesn't believe women, or animals, can feel pain, or trauma. 
And he doesn't believe humans should need other emotions but triumph.",1146253697640538114,861999830,NA,NA,Quebec,en,2,0,NA,NA,NA,6,NA,TRUE
2019-07-06 20:12:41,4493830397,1147599267126755329,"@call_me_cathy @NicolaSturgeon Please note the context: others were commenting on this complexity! 
I'm a friend to all woman; all should feel safe &amp; be heard. We must find a way!
For the record, always made sense 2 me that sex/gender vary/blend like eye/hair/skin colour.
Our minds define us, not our bodies.",1147584965284159490,218635579,NA,NA,"Hamilton, Scotland",en,0,0,NA,NA,NA,1,NA,TRUE
